student_id,semester_id,internship_completed,project_phase_ii_score,devops_engineering_score,extracurricular_score,certification_count
STU000188,SEM-4,1,0.0,0.0,0.0,1
STU000189,SEM-2,0,0.0,0.0,0.0,2
STU000190,SEM-4,0,0.0,0.0,0.0,1
STU000191,SEM-4,0,0.0,0.0,0.0,2
STU000192,SEM-8,1,0.0,0.0,0.0,2
STU000193,SEM-2,0,0.0,0.0,0.0,1
STU000194,SEM-6,1,0.0,0.0,0.0,3
STU000195,SEM-6,0,0.0,0.0,0.0,2
STU000196,SEM-6,1,0.0,0.0,0.0,1
STU000197,SEM-6,1,0.0,0.0,0.0,3
STU000198,SEM-4,1,0.0,0.0,0.0,2
STU000199,SEM-6,1,0.0,0.0,0.0,1
STU000200,SEM-4,1,0.0,0.0,0.0,2
STU000201,SEM-2,0,0.0,0.0,0.0,1
STU000202,SEM-8,2,0.0,0.0,0.0,4
STU000203,SEM-8,2,0.0,0.0,0.0,3
STU000204,SEM-4,1,0.0,0.0,0.0,0
STU000205,SEM-4,0,0.0,0.0,0.0,2
STU000206,SEM-2,0,0.0,0.0,0.0,0
STU000207,SEM-4,0,0.0,0.0,0.0,2
STU000208,SEM-8,1,0.0,0.0,0.0,2
STU000209,SEM-2,0,0.0,0.0,0.0,1
STU000210,SEM-4,0,0.0,0.0,0.0,1
STU000211,SEM-6,0,0.0,0.0,0.0,2
STU000212,SEM-4,0,0.0,0.0,0.0,1
STU000213,SEM-4,1,0.0,0.0,0.0,2
STU000214,SEM-2,0,0.0,0.0,0.0,1
STU000215,SEM-6,0,0.0,0.0,0.0,4
STU000216,SEM-2,0,0.0,0.0,0.0,0
STU000217,SEM-2,0,0.0,0.0,0.0,1
STU000218,SEM-4,1,0.0,0.0,0.0,1
STU000219,SEM-4,1,0.0,0.0,0.0,2
STU000220,SEM-2,0,0.0,0.0,0.0,2
STU000221,SEM-2,0,0.0,0.0,0.0,0
STU000222,SEM-4,0,0.0,0.0,0.0,2
STU000223,SEM-8,1,0.0,0.0,0.0,4
STU000224,SEM-4,0,0.0,0.0,0.0,1
STU000225,SEM-4,1,0.0,0.0,0.0,1
STU000226,SEM-6,0,0.0,0.0,0.0,2
STU000227,SEM-4,1,0.0,0.0,0.0,1
STU000228,SEM-2,0,0.0,0.0,0.0,2
STU000229,SEM-4,1,0.0,0.0,0.0,2
STU000230,SEM-8,1,0.0,0.0,0.0,3
STU000231,SEM-4,1,0.0,0.0,0.0,1
STU000232,SEM-6,2,0.0,0.0,0.0,2
STU000233,SEM-8,2,0.0,0.0,0.0,3
STU000234,SEM-4,0,0.0,0.0,0.0,1
STU000235,SEM-6,1,0.0,0.0,0.0,2
STU000236,SEM-4,1,0.0,0.0,0.0,3
STU000237,SEM-8,2,0.0,0.0,0.0,3
STU000238,SEM-4,1,0.0,0.0,0.0,0
STU000239,SEM-2,0,0.0,0.0,0.0,2
STU000240,SEM-4,0,0.0,0.0,0.0,3
STU000241,SEM-4,1,0.0,0.0,0.0,1
STU000242,SEM-6,0,0.0,0.0,0.0,1
STU000243,SEM-2,0,0.0,0.0,0.0,2
STU000244,SEM-6,1,0.0,0.0,0.0,4
STU000245,SEM-4,1,0.0,0.0,0.0,2
STU000246,SEM-8,3,0.0,0.0,0.0,5
STU000247,SEM-2,0,0.0,0.0,0.0,1
STU000248,SEM-2,0,0.0,0.0,0.0,2
STU000249,SEM-2,0,0.0,0.0,0.0,0
STU000250,SEM-6,1,0.0,0.0,0.0,2
STU000251,SEM-4,1,0.0,0.0,0.0,1
STU000252,SEM-2,0,0.0,0.0,0.0,0
STU000253,SEM-6,1,0.0,0.0,0.0,4
STU000254,SEM-4,0,0.0,0.0,0.0,2
STU000255,SEM-2,0,0.0,0.0,0.0,0
STU000256,SEM-6,2,0.0,0.0,0.0,3
STU000257,SEM-4,0,0.0,0.0,0.0,2
STU000258,SEM-8,1,0.0,0.0,0.0,5
STU000259,SEM-2,0,0.0,0.0,0.0,0
STU000260,SEM-8,3,0.0,0.0,0.0,3
STU000261,SEM-6,1,0.0,0.0,0.0,3
STU000262,SEM-2,0,0.0,0.0,0.0,2
STU000263,SEM-4,1,0.0,0.0,0.0,2
STU000264,SEM-4,1,0.0,0.0,0.0,1
STU000265,SEM-8,2,0.0,0.0,0.0,4
STU000266,SEM-8,2,0.0,0.0,0.0,3
STU000267,SEM-4,1,0.0,0.0,0.0,3
STU000268,SEM-4,1,0.0,0.0,0.0,2
STU000269,SEM-2,0,0.0,0.0,0.0,0
STU000270,SEM-8,2,0.0,0.0,0.0,2
STU000271,SEM-8,2,0.0,0.0,0.0,4
STU000272,SEM-2,0,0.0,0.0,0.0,0
STU000273,SEM-4,1,0.0,0.0,0.0,2
STU000274,SEM-8,1,0.0,0.0,0.0,2
STU000275,SEM-8,3,0.0,0.0,0.0,2
STU000276,SEM-8,2,0.0,0.0,0.0,2
STU000277,SEM-4,1,0.0,0.0,0.0,2
STU000278,SEM-4,1,0.0,0.0,0.0,1
STU000279,SEM-6,0,0.0,0.0,0.0,3
STU000280,SEM-4,0,0.0,0.0,0.0,1
STU000281,SEM-2,0,0.0,0.0,0.0,2
STU000282,SEM-8,1,0.0,0.0,0.0,2
STU000283,SEM-8,2,0.0,0.0,0.0,2
STU000284,SEM-6,2,0.0,0.0,0.0,4
STU000285,SEM-8,2,0.0,0.0,0.0,3
STU000286,SEM-2,0,0.0,0.0,0.0,1
STU000287,SEM-4,1,0.0,0.0,0.0,3
STU000288,SEM-2,0,0.0,0.0,0.0,2
STU000289,SEM-8,2,0.0,0.0,0.0,2
STU000290,SEM-8,1,0.0,0.0,0.0,5
STU000291,SEM-4,0,0.0,0.0,0.0,1
STU000292,SEM-2,0,0.0,0.0,0.0,1
STU000293,SEM-8,2,0.0,0.0,0.0,3
STU000294,SEM-8,1,0.0,0.0,0.0,3
STU000295,SEM-6,1,0.0,0.0,0.0,3
STU000296,SEM-8,0,0.0,0.0,0.0,0
STU000297,SEM-4,0,0.0,0.0,0.0,3
STU000298,SEM-4,1,0.0,0.0,0.0,3
STU000299,SEM-8,2,0.0,0.0,0.0,4
STU000300,SEM-8,2,0.0,0.0,0.0,4
STU000301,SEM-8,2,0.0,0.0,0.0,3
STU000302,SEM-4,1,0.0,0.0,0.0,1
STU000303,SEM-6,2,0.0,0.0,0.0,1
STU000304,SEM-4,1,0.0,0.0,0.0,1
STU000305,SEM-8,1,0.0,0.0,0.0,1
STU000306,SEM-4,0,0.0,0.0,0.0,1
STU000307,SEM-8,2,0.0,0.0,0.0,2
STU000308,SEM-6,2,0.0,0.0,0.0,3
STU000309,SEM-4,0,0.0,0.0,0.0,0
STU000310,SEM-4,0,0.0,0.0,0.0,2
STU000311,SEM-4,1,0.0,0.0,0.0,3
STU000312,SEM-6,1,0.0,0.0,0.0,2
STU000313,SEM-4,1,0.0,0.0,0.0,0
STU000314,SEM-4,1,0.0,0.0,0.0,0
STU000315,SEM-4,0,0.0,0.0,0.0,1
STU000316,SEM-6,1,0.0,0.0,0.0,0
STU000317,SEM-4,0,0.0,0.0,0.0,3
STU000318,SEM-4,1,0.0,0.0,0.0,1
STU000319,SEM-6,2,0.0,0.0,0.0,1
STU000320,SEM-2,0,0.0,0.0,0.0,0
STU000321,SEM-4,1,0.0,0.0,0.0,2
STU000322,SEM-4,0,0.0,0.0,0.0,1
STU000323,SEM-8,0,0.0,0.0,0.0,3
STU000324,SEM-8,2,0.0,0.0,0.0,2
STU000325,SEM-6,2,0.0,0.0,0.0,2
STU000326,SEM-2,0,0.0,0.0,0.0,0
STU000327,SEM-6,1,0.0,0.0,0.0,3
STU000328,SEM-8,2,0.0,0.0,0.0,3
STU000329,SEM-2,0,0.0,0.0,0.0,0
STU000330,SEM-8,2,0.0,0.0,0.0,4
STU000331,SEM-8,2,0.0,0.0,0.0,1
STU000332,SEM-2,0,0.0,0.0,0.0,2
STU000333,SEM-8,1,0.0,0.0,0.0,4
STU000334,SEM-4,0,0.0,0.0,0.0,2
STU000335,SEM-2,0,0.0,0.0,0.0,0
STU000336,SEM-2,0,0.0,0.0,0.0,2
STU000337,SEM-6,0,0.0,0.0,0.0,1
STU000338,SEM-6,1,0.0,0.0,0.0,1
STU000339,SEM-2,0,0.0,0.0,0.0,0
STU000340,SEM-6,1,0.0,0.0,0.0,1
STU000341,SEM-8,1,0.0,0.0,0.0,4
STU000342,SEM-2,0,0.0,0.0,0.0,0
STU000343,SEM-6,1,0.0,0.0,0.0,3
STU000344,SEM-8,3,0.0,0.0,0.0,2
STU000345,SEM-2,0,0.0,0.0,0.0,1
STU000346,SEM-8,2,0.0,0.0,0.0,2
STU000347,SEM-4,1,0.0,0.0,0.0,3
STU000348,SEM-2,0,0.0,0.0,0.0,0
STU000349,SEM-8,2,0.0,0.0,0.0,5
STU000350,SEM-2,0,0.0,0.0,0.0,1
STU000351,SEM-8,1,0.0,0.0,0.0,5
STU000352,SEM-6,0,0.0,0.0,0.0,3
STU000353,SEM-8,1,0.0,0.0,0.0,3
STU000354,SEM-8,2,0.0,0.0,0.0,2
STU000355,SEM-6,2,0.0,0.0,0.0,0
STU000356,SEM-6,1,0.0,0.0,0.0,2
STU000357,SEM-8,3,0.0,0.0,0.0,5
STU000358,SEM-6,2,0.0,0.0,0.0,1
STU000359,SEM-4,1,0.0,0.0,0.0,2
STU000360,SEM-6,1,0.0,0.0,0.0,2
STU000361,SEM-6,2,0.0,0.0,0.0,3
STU000362,SEM-8,2,0.0,0.0,0.0,2
STU000363,SEM-8,2,0.0,0.0,0.0,2
STU000364,SEM-2,0,0.0,0.0,0.0,1
STU000365,SEM-4,0,0.0,0.0,0.0,0
STU000366,SEM-4,1,0.0,0.0,0.0,2
STU000367,SEM-6,0,0.0,0.0,0.0,3
STU000368,SEM-6,0,0.0,0.0,0.0,2
STU000369,SEM-6,1,0.0,0.0,0.0,2
STU000370,SEM-4,0,0.0,0.0,0.0,1
STU000371,SEM-6,2,0.0,0.0,0.0,4
STU000372,SEM-6,1,0.0,0.0,0.0,2
STU000373,SEM-4,1,0.0,0.0,0.0,0
STU000374,SEM-2,0,0.0,0.0,0.0,0
STU000375,SEM-6,0,0.0,0.0,0.0,4
STU000376,SEM-2,0,0.0,0.0,0.0,0
STU000377,SEM-8,1,0.0,0.0,0.0,3
STU000378,SEM-4,0,0.0,0.0,0.0,1
STU000379,SEM-6,1,0.0,0.0,0.0,1
STU000380,SEM-4,1,0.0,0.0,0.0,2
STU000381,SEM-8,1,0.0,0.0,0.0,3
STU000382,SEM-4,1,0.0,0.0,0.0,2
STU000383,SEM-8,1,0.0,0.0,0.0,1
STU000384,SEM-6,1,0.0,0.0,0.0,3
STU000385,SEM-4,1,0.0,0.0,0.0,1
STU000386,SEM-4,1,0.0,0.0,0.0,2
STU000387,SEM-6,1,0.0,0.0,0.0,2
STU000388,SEM-2,0,0.0,0.0,0.0,1
STU000389,SEM-2,0,0.0,0.0,0.0,1
STU000390,SEM-2,0,0.0,0.0,0.0,1
STU000391,SEM-4,1,0.0,0.0,0.0,3
STU000392,SEM-4,0,0.0,0.0,0.0,0
STU000393,SEM-4,0,0.0,0.0,0.0,1
STU000394,SEM-4,1,0.0,0.0,0.0,1
STU000395,SEM-8,2,0.0,0.0,0.0,2
STU000396,SEM-8,2,0.0,0.0,0.0,4
STU000397,SEM-2,0,0.0,0.0,0.0,1
STU000398,SEM-6,0,0.0,0.0,0.0,4
STU000399,SEM-4,1,0.0,0.0,0.0,1
STU000400,SEM-6,0,0.0,0.0,0.0,2
STU000401,SEM-6,0,0.0,0.0,0.0,2
STU000402,SEM-2,0,0.0,0.0,0.0,0
STU000403,SEM-2,0,0.0,0.0,0.0,1
STU000404,SEM-4,0,0.0,0.0,0.0,3
STU000405,SEM-4,0,0.0,0.0,0.0,2
STU000406,SEM-4,0,0.0,0.0,0.0,0
STU000407,SEM-2,0,0.0,0.0,0.0,1
STU000408,SEM-2,0,0.0,0.0,0.0,1
STU000409,SEM-8,2,0.0,0.0,0.0,4
STU000410,SEM-4,1,0.0,0.0,0.0,3
STU000411,SEM-6,2,0.0,0.0,0.0,1
STU000412,SEM-8,1,0.0,0.0,0.0,5
STU000413,SEM-6,2,0.0,0.0,0.0,2
STU000414,SEM-8,1,0.0,0.0,0.0,4
STU000415,SEM-4,0,0.0,0.0,0.0,1
STU000416,SEM-4,0,0.0,0.0,0.0,2
STU000417,SEM-8,2,0.0,0.0,0.0,1
STU000418,SEM-4,1,0.0,0.0,0.0,0
STU000419,SEM-2,0,0.0,0.0,0.0,1
STU000420,SEM-2,0,0.0,0.0,0.0,0
STU000421,SEM-4,0,0.0,0.0,0.0,0
STU000422,SEM-4,1,0.0,0.0,0.0,1
STU000423,SEM-8,1,0.0,0.0,0.0,3
STU000424,SEM-6,2,0.0,0.0,0.0,3
STU000425,SEM-4,0,0.0,0.0,0.0,2
STU000426,SEM-6,2,0.0,0.0,0.0,0
STU000427,SEM-6,1,0.0,0.0,0.0,2
STU000428,SEM-8,1,0.0,0.0,0.0,3
STU000429,SEM-2,0,0.0,0.0,0.0,0
STU000430,SEM-6,2,0.0,0.0,0.0,1
STU000431,SEM-4,1,0.0,0.0,0.0,1
STU000432,SEM-8,2,0.0,0.0,0.0,3
STU000433,SEM-4,0,0.0,0.0,0.0,0
STU000434,SEM-2,0,0.0,0.0,0.0,0
STU000435,SEM-6,1,0.0,0.0,0.0,2
STU000436,SEM-8,2,0.0,0.0,0.0,5
STU000437,SEM-8,2,0.0,0.0,0.0,2
STU000438,SEM-6,2,0.0,0.0,0.0,2
STU000439,SEM-4,0,0.0,0.0,0.0,3
STU000440,SEM-2,0,0.0,0.0,0.0,0
STU000441,SEM-6,1,0.0,0.0,0.0,2
STU000442,SEM-8,2,0.0,0.0,0.0,4
STU000443,SEM-8,2,0.0,0.0,0.0,3
STU000444,SEM-8,1,0.0,0.0,0.0,3
STU000445,SEM-6,1,0.0,0.0,0.0,1
STU000446,SEM-6,1,0.0,0.0,0.0,0
STU000447,SEM-4,1,0.0,0.0,0.0,3
STU000448,SEM-6,1,0.0,0.0,0.0,2
STU000449,SEM-2,0,0.0,0.0,0.0,1
STU000450,SEM-6,1,0.0,0.0,0.0,2
STU000451,SEM-6,1,0.0,0.0,0.0,4
STU000452,SEM-2,0,0.0,0.0,0.0,1
STU000453,SEM-6,0,0.0,0.0,0.0,1
STU000454,SEM-6,2,0.0,0.0,0.0,3
STU000455,SEM-2,0,0.0,0.0,0.0,1
STU000456,SEM-8,1,0.0,0.0,0.0,3
STU000457,SEM-8,2,0.0,0.0,0.0,4
STU000458,SEM-2,0,0.0,0.0,0.0,0
STU000459,SEM-8,2,0.0,0.0,0.0,3
STU000460,SEM-8,2,0.0,0.0,0.0,5
STU000461,SEM-8,1,0.0,0.0,0.0,4
STU000462,SEM-8,3,0.0,0.0,0.0,2
STU000463,SEM-6,2,0.0,0.0,0.0,4
STU000464,SEM-2,0,0.0,0.0,0.0,1
STU000465,SEM-6,0,0.0,0.0,0.0,3
STU000466,SEM-2,0,0.0,0.0,0.0,1
STU000467,SEM-8,2,0.0,0.0,0.0,3
STU000468,SEM-4,1,0.0,0.0,0.0,0
STU000469,SEM-6,0,0.0,0.0,0.0,3
STU000470,SEM-4,1,0.0,0.0,0.0,1
STU000471,SEM-6,2,0.0,0.0,0.0,4
STU000472,SEM-8,1,0.0,0.0,0.0,3
STU000473,SEM-8,1,0.0,0.0,0.0,3
STU000474,SEM-4,1,0.0,0.0,0.0,2
STU000475,SEM-4,0,0.0,0.0,0.0,1
STU000476,SEM-4,1,0.0,0.0,0.0,2
STU000477,SEM-2,0,0.0,0.0,0.0,0
STU000478,SEM-2,0,0.0,0.0,0.0,1
STU000479,SEM-4,1,0.0,0.0,0.0,2
STU000480,SEM-6,2,0.0,0.0,0.0,2
STU000481,SEM-6,2,0.0,0.0,0.0,3
STU000482,SEM-2,0,0.0,0.0,0.0,1
STU000483,SEM-4,1,0.0,0.0,0.0,1
STU000484,SEM-8,1,0.0,0.0,0.0,1
STU000485,SEM-6,2,0.0,0.0,0.0,3
STU000486,SEM-6,1,0.0,0.0,0.0,1
STU000487,SEM-6,2,0.0,0.0,0.0,3
STU000488,SEM-6,0,0.0,0.0,0.0,3
STU000489,SEM-2,0,0.0,0.0,0.0,2
STU000490,SEM-6,0,0.0,0.0,0.0,4
STU000491,SEM-2,0,0.0,0.0,0.0,1
STU000492,SEM-6,2,0.0,0.0,0.0,1
STU000493,SEM-2,0,0.0,0.0,0.0,1
STU000494,SEM-6,0,0.0,0.0,0.0,1
STU000495,SEM-8,1,0.0,0.0,0.0,4
STU000496,SEM-6,2,0.0,0.0,0.0,4
STU000497,SEM-6,1,0.0,0.0,0.0,2
STU000498,SEM-2,0,0.0,0.0,0.0,0
STU000499,SEM-2,0,0.0,0.0,0.0,2
STU000500,SEM-8,1,0.0,0.0,0.0,4
STU000501,SEM-8,2,0.0,0.0,0.0,5
STU000502,SEM-4,0,0.0,0.0,0.0,2
STU000503,SEM-8,2,0.0,0.0,0.0,3
STU000504,SEM-6,2,0.0,0.0,0.0,1
STU000505,SEM-8,2,0.0,0.0,0.0,4
STU000506,SEM-2,0,0.0,0.0,0.0,2
STU000507,SEM-4,1,0.0,0.0,0.0,1
STU000508,SEM-6,1,0.0,0.0,0.0,3
STU000509,SEM-4,1,0.0,0.0,0.0,2
STU000510,SEM-8,3,0.0,0.0,0.0,3
STU000511,SEM-8,2,0.0,0.0,0.0,2
STU000512,SEM-4,0,0.0,0.0,0.0,1
STU000513,SEM-4,1,0.0,0.0,0.0,3
STU000514,SEM-2,0,0.0,0.0,0.0,0
STU000515,SEM-2,0,0.0,0.0,0.0,2
