Department,Year,Semester,Subject_Code,Subject_Name,Subject_Type,_ingestion_time,_source_file
Computer Engineering,2,4,CE405,Database Management Systems Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,2,4,CE406,Microprocessors Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,5,CE501,Design and Analysis of Algorithms,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,5,CE502,Computer Networks,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,5,CE503,Software Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,5,CE504,Theory of Computation,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,5,CE505,Computer Networks Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,5,CE506,Elective I: Web Technologies,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,6,CE601,Compiler Design,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,6,CE602,Machine Learning,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,6,CE603,Distributed Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,6,CE604,Information Security,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,6,CE605,Information Security Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,3,6,CE606,Elective II: Cloud Computing,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,7,CE701,Artificial Intelligence,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,7,CE702,Big Data Analytics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,7,CE703,Embedded Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,7,CE704,Project Phase I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,7,CE705,Artificial Intelligence Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,7,CE706,Elective III: Blockchain,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,8,CE801,DevOps Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,8,CE802,Cyber Security,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,8,CE803,Project Phase II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,8,CE804,Internship,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,8,CE805,Seminar,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Computer Engineering,4,8,CE806,Elective IV: IoT Systems,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,1,IT101,Engineering Mathematics I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,1,IT102,Engineering Physics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,1,IT103,Basic Electrical Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,1,IT104,Engineering Mechanics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,1,IT105,Programming for Problem Solving,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,1,IT106,Workshop Practice Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,2,IT201,Engineering Mathematics II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,2,IT202,Engineering Chemistry,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,2,IT203,Basic Electronics Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,2,IT204,Environmental Studies,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,2,IT205,Engineering Graphics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,1,2,IT206,Programming Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,3,IT301,Data Structures,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,3,IT302,Discrete Mathematics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,3,IT303,Web Technologies,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,3,IT304,Database Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,3,IT305,Web Technologies Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,3,IT306,Database Systems Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,4,IT401,Operating Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,4,IT402,Computer Organization,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,4,IT403,Statistics for IT,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,4,IT404,Software Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,4,IT405,Operating Systems Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,2,4,IT406,Python Programming Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,5,IT501,Computer Networks,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,5,IT502,Java Programming,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,5,IT503,Data Mining,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,5,IT504,Information Security,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,5,IT505,Computer Networks Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,5,IT506,Elective I: Mobile Application Development,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,6,IT601,Cloud Computing,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,6,IT602,Machine Learning,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,6,IT603,Data Warehousing,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,6,IT604,Cyber Security,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,6,IT605,Cloud Computing Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,3,6,IT606,Elective II: UI/UX Design,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,7,IT701,Big Data Analytics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,7,IT702,DevOps,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,7,IT703,Enterprise Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,7,IT704,Project Phase I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,7,IT705,Big Data Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,7,IT706,Elective III: Internet of Things,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,8,IT801,IT Service Management,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,8,IT802,Blockchain Applications,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,8,IT803,Project Phase II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,8,IT804,Internship,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,8,IT805,Seminar,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Information Technology,4,8,IT806,Elective IV: AR/VR Systems,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,1,ME101,Engineering Mathematics I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,1,ME102,Engineering Physics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,1,ME103,Basic Electrical Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,1,ME104,Engineering Mechanics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,1,ME105,Programming for Problem Solving,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,1,ME106,Workshop Practice Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,2,ME201,Engineering Mathematics II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,2,ME202,Engineering Chemistry,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,2,ME203,Basic Electronics Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,2,ME204,Environmental Studies,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,2,ME205,Engineering Graphics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,1,2,ME206,Programming Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,3,ME301,Thermodynamics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,3,ME302,Manufacturing Processes,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,3,ME303,Strength of Materials,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,3,ME304,Engineering Materials,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,3,ME305,Manufacturing Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,3,ME306,Material Testing Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,4,ME401,Fluid Mechanics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,4,ME402,Theory of Machines,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,4,ME403,Machine Drawing,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,4,ME404,Heat Transfer,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,4,ME405,CAD Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,2,4,ME406,Thermal Engineering Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,5,ME501,Design of Machine Elements,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,5,ME502,Internal Combustion Engines,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,5,ME503,Metrology and Instrumentation,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,5,ME504,Industrial Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,5,ME505,Dynamics Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,5,ME506,Elective I: CNC Programming,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,6,ME601,Refrigeration and Air Conditioning,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,6,ME602,Finite Element Methods,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,6,ME603,Mechatronics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,6,ME604,Production Planning and Control,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,6,ME605,CAM Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,3,6,ME606,Elective II: Renewable Energy Systems,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,7,ME701,Automobile Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,7,ME702,Robotics in Manufacturing,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,7,ME703,Operations Research,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,7,ME704,Project Phase I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,7,ME705,Mechatronics Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,7,ME706,Elective III: Additive Manufacturing,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,8,ME801,Power Plant Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,8,ME802,Quality Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,8,ME803,Project Phase II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,8,ME804,Internship,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,8,ME805,Seminar,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Mechanical Engineering,4,8,ME806,Elective IV: Smart Manufacturing,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,1,CV101,Engineering Mathematics I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,1,CV102,Engineering Physics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,1,CV103,Basic Electrical Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,1,CV104,Engineering Mechanics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,1,CV105,Programming for Problem Solving,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,1,CV106,Workshop Practice Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,2,CV201,Engineering Mathematics II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,2,CV202,Engineering Chemistry,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,2,CV203,Basic Electronics Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,2,CV204,Environmental Studies,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,2,CV205,Engineering Graphics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,1,2,CV206,Programming Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,3,CV301,Surveying,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,3,CV302,Strength of Materials,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,3,CV303,Building Materials,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,3,CV304,Fluid Mechanics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,3,CV305,Surveying Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,3,CV306,Material Testing Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,4,CV401,Structural Analysis,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,4,CV402,Geotechnical Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,4,CV403,Transportation Engineering I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,4,CV404,Concrete Technology,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,4,CV405,Geotechnical Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,2,4,CV406,Concrete Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,5,CV501,Design of Reinforced Concrete Structures,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,5,CV502,Environmental Engineering I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,5,CV503,Hydrology and Water Resources,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,5,CV504,Transportation Engineering II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,5,CV505,CAD for Civil Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,5,CV506,Elective I: Urban Planning,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,6,CV601,Steel Structure Design,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,6,CV602,Environmental Engineering II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,6,CV603,Foundation Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,6,CV604,Estimation and Costing,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,6,CV605,Environmental Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,6,CV606,Elective II: GIS for Civil Engineering,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV701,Construction Management,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV702,Pavement Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV703,Irrigation Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV704,Project Phase I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV705,Transportation Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV706,Elective III: Earthquake Engineering,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV801,Advanced Structural Design,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV802,Quantity Surveying,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV803,Project Phase II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV804,Internship,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV805,Seminar,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV806,Elective IV: Smart Cities,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE101,Engineering Mathematics I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE102,Engineering Physics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE103,Basic Electrical Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE104,Engineering Mechanics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE105,Programming for Problem Solving,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE106,Workshop Practice Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE201,Engineering Mathematics II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE202,Engineering Chemistry,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE203,Basic Electronics Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE204,Environmental Studies,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE205,Engineering Graphics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE206,Programming Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,3,EE301,Circuit Theory,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,3,EE302,Electrical Machines I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,3,EE303,Electronic Devices,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,3,EE304,Network Analysis,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
